16107,2,2
31104,8,15
9020,1,1
12109,2,0
44015,0,0
14111,1,4
14014,2,1
32017,1,4
11104,1,1
8026,2,7
6003,12,6
13007,8,0
30002,0,0
5110,1,6
6108,8,1
33006,6,2
42016,2,3
41301,5,5
6021,10,7
21010,20,0
25006,1,1
17038,0,15
15202,0,0
7003,16,36
7002,14,8
17041,3,5
17026,1,0
5016,4,8
11025,28,7
15047,0,1
8050,16,13
13101,5,6
14108,1,3
31024,1,5
15026,16,3
47007,4,10
10013,2,4
17044,5,2
19033,6,1
17025,3,6
21326,0,1
20143,1,4
43002,3,2
16138,0,4
21216,0,2
15068,2,5
22207,6,3
7004,12,4
92002,2,7
13030,2,3
6029,9,16
19027,0,1
31028,8,3
17048,1,1
44017,20,0
16118,0,5
2017,4,5
9008,0,0
8103,12,5
8048,5,13
21323,0,0
14013,4,2
13118,49,7
7011,15,4
18111,0,1
9002,0,1
48003,0,3
16110,2,5
18134,0,0
14002,4,5
9014,23,2
43009,1,6
8053,9,19
9001,3,0
17032,4,4
8016,14,11
10162,0,1
10115,1,0
10029,0,0
5005,5,4
10161,3,3
41303,20,7
12031,29,3
7018,8,8
5022,6,5
9106,9,2
21328,0,0
11046,10,1
8201,2,17
17040,4,1
9038,1,3
8009,11,9
1001,11,6
19105,0,0
31103,1,10
17008,8,4
15112,0,1
7025,23,1
6001,7,7
31706,1,2
22409,0,1
5020,32,6
19015,0,1
9022,18,11
26003,1,2
17004,0,1
19003,0,0
8036,5,18
12151,5,10
18107,1,1
92007,4,12
16026,1,7
9028,1,5
10107,1,1
17043,1,3
19026,0,0
11002,3,2
16039,5,1
11023,1,6
45003,0,2
31009,0,2
17030,0,0
12111,0,4
8034,21,9
11047,12,2
19043,0,0
5032,2,34
14020,0,0
20042,1,2
15067,7,2
43401,9,6
26002,2,8
6006,5,8
11027,3,5
12128,18,14
8010,1,2
31022,0,3
19101,1,1
14003,3,1
46002,9,7
18003,0,1
11113,9,3
10016,2,0
41302,2,2
21212,4,2
5018,31,5
33017,3,2
15042,8,4
20112,0,3
13001,3,4
19044,7,6
18011,1,0
43008,0,5
33102,0,1
8045,20,32
42706,0,3
15104,50,6
44006,1,6
15105,18,2
19120,0,1
5004,4,7
19103,2,1
14138,0,3
12114,3,1
46003,0,4
41209,1,0
21312,0,0
10024,1,4
18031,0,1
17203,0,0
18028,0,2
42014,16,2
8017,26,22
15054,7,0
15106,22,2
14008,0,0
5124,1,12
14106,1,0
18046,0,0
22406,2,3
35002,0,6
31102,0,1
2111,13,11
18022,0,4
8054,4,15
15109,6,7
21209,1,2
14012,2,3
21005,13,2
35010,3,3
10042,15,6
14124,1,1
15133,1,2
15110,19,4
21006,12,6
20131,0,0
44013,1,5
31008,2,3
21015,14,1
44003,16,2
15034,23,3
41404,5,0
48010,1,3
22203,1,6
17031,0,0
41202,1,10
42021,10,0
11030,1,1
1119,5,4
31708,0,3
35020,0,1
5106,6,8
25003,1,2
20115,0,0
31003,3,4
22402,3,1
9116,11,4
21008,4,7
11039,3,2
17013,1,2
16008,3,20
13050,42,6
11026,1,4
32604,0,1
19024,0,0
41601,4,8
9010,5,1
15021,26,3
17105,9,1
5012,1,10
8057,4,11
15103,11,4
18009,1,1
22003,5,11
16038,1,9
11105,3,5
14110,1,2
17125,2,6
16108,15,0
43005,10,20
11024,4,1
16136,24,2
19032,2,1
19022,1,1
21701,3,1
20134,0,0
24001,7,6
22016,1,3
14136,0,0
8025,25,6
32302,0,3
10014,14,6
13002,2,5
11035,0,2
42010,24,2
15046,0,0
46001,8,4
16040,11,3
22006,13,10
17028,2,2
21301,7,0
42302,1,4
1002,12,2
19029,1,1
9032,15,15
19016,0,1
32003,8,11
21104,12,4
11042,8,3
9005,0,0
7102,9,12
15013,7,2
19013,2,3
5123,21,4
26013,0,0
42301,4,10
8013,12,16
42504,0,2
20111,0,0
42015,10,0
32016,1,2
15201,15,5
31010,1,1
20121,0,1
5006,0,0
19008,1,1
92008,3,6
41402,8,4
43003,3,1
11004,19,3
7005,36,3
11036,6,1
18012,0,1
12009,2,7
19125,2,1
14036,0,1
18201,2,1
9021,5,0
23009,7,15
12027,1,0
32303,5,12
42029,1,1
12115,3,2
8035,8,11
21313,19,0
6013,19,8
28001,3,8
26007,1,3
17102,0,3
16111,0,1
19005,0,3
11007,4,2
15025,31,1
35018,2,0
18110,1,3
7015,35,10
10113,2,0
41606,9,1
17011,2,2
17045,1,3
43402,14,1
33018,11,4
12013,0,3
11009,0,2
11115,1,1
21305,15,9
14021,0,3
5021,34,3
8033,22,4
16121,6,1
14117,0,2
23001,22,10
15010,0,0
41102,2,2
17037,6,5
18141,0,1
19004,0,0
17042,0,0
16124,1,2
11102,4,8
33003,3,4
33009,7,4
20043,1,1
7009,40,19
25005,0,0
22505,2,2
13045,8,12
19115,3,2
14034,2,1
32010,14,13
16018,2,3
12034,8,9
15033,8,3
24002,0,0
33001,9,22
16034,5,23
20132,1,1
5114,10,0
20119,0,1
19019,1,1
21403,0,3
13014,8,4
42207,22,2
12030,4,2
42707,1,2
20036,0,1
92003,3,6
5119,34,2
35009,1,1
31705,0,0
8055,3,3
27002,10,9
21109,1,0
20120,0,0
23701,0,0
17007,0,3
21502,1,12
14001,0,1
31012,0,1
12126,2,2
12024,3,1
16129,11,5
35019,0,0
14104,0,0
20113,0,4
41604,11,9
15017,0,0
15029,36,7
17018,2,3
5116,22,1
18005,0,4
10005,5,1
13104,0,0
92004,2,3
18020,1,1
20136,1,4
5026,20,8
43006,15,0
5002,29,2
15028,49,3
8102,7,5
8012,0,4
14018,1,2
31702,0,1
21013,1,0
42503,2,2
23011,6,11
21111,12,4
7014,20,1
7006,16,10
2010,15,12
11114,15,1
20040,1,1
17017,2,2
10023,0,0
21105,7,4
8101,0,0
34002,3,4
13026,2,1
23002,32,2
14139,0,3
13102,25,17
11101,1,3
15055,41,4
14130,0,0
10015,5,5
41207,5,13
16006,0,6
12011,4,2
21308,22,11
21019,9,7
6018,5,4
12032,11,7
19037,1,2
20109,0,0
6107,11,5
6103,18,21
15038,3,2
21032,13,13
19109,0,0
31019,3,1
32014,9,2
18032,0,2
17124,2,8
44012,1,1
17027,1,3
10165,2,0
31016,0,2
51003,7,11
22101,9,9
13016,20,12
13043,38,11
8051,1,8
11020,2,4
14122,1,0
44102,5,2
9115,4,4
16123,10,2
19039,0,1
16032,2,10
21003,6,7
22001,9,4
18025,0,1
17122,0,1
20027,0,1
9023,17,12
20021,0,1
31007,2,4
15108,2,1
19040,0,4
26001,0,2
17047,0,1
6016,13,5
41204,0,1
16004,0,0
17046,2,0
17121,0,2
47006,5,0
10020,3,0
18113,0,2
19009,2,7
18109,0,3
19038,0,2
18029,0,2
21703,0,1
35017,7,1
20118,0,4
16021,1,2
9031,9,11
9117,1,2
20023,0,0
6030,18,8
15035,9,2
18049,3,5
31703,0,0
35003,6,2
15031,39,6
21014,8,11
11041,2,1
35014,0,0
47005,27,2
11006,10,2
19127,0,0
16015,4,9
15070,32,2
1120,0,6
12107,2,2
14112,2,0
47004,13,0
9026,2,1
21001,20,5
18033,3,0
11010,4,2
16122,17,0
15002,0,3
21310,18,2
23007,2,4
20016,2,0
32015,4,2
10010,4,1
5121,10,7
16043,0,2
20116,1,1
16027,15,2
11043,8,1
1117,20,4
18017,0,2
32004,17,15
16029,16,4
8019,1,4
9017,0,1
18008,0,3
16112,0,3
12161,10,1
42703,3,1
14030,2,1
20201,0,1
13046,14,6
22102,0,0
12004,4,3
13103,14,3
15003,1,1
4110,12,2
6032,15,7
17022,3,5
7020,30,4
19041,0,6
15107,14,7
10036,0,1
23304,18,1
6017,4,6
10114,5,4
23403,0,0
7008,13,3
13122,1,5
21114,1,2
20137,0,0
23903,0,0
31704,1,0
21024,6,10
19023,0,0
32603,0,0
7013,16,4
2013,7,7
21311,44,3
12041,7,3
15059,53,2
8038,13,11
7016,40,9
18138,5,4
8056,3,0
4013,8,0
14006,2,1
4011,20,1
45001,7,10
7101,30,12
13041,6,2
9118,1,0
10163,0,3
31023,0,1
2001,12,4
18042,2,2
20019,0,0
18137,3,2
17116,1,1
12108,26,6
31013,0,2
18001,0,0
32018,7,0
17016,1,2
20202,0,2
18019,1,1
5019,12,2
15063,8,3
11003,5,1
11034,2,3
1016,13,11
9012,22,8
15020,7,0
41206,9,1
13113,2,6
19031,1,1
13114,4,1
15061,14,4
20017,2,2
11019,3,1
23008,2,1
8015,20,10
16016,1,0
7026,14,6
21108,2,1
6014,18,2
14116,0,1
31018,2,5
47002,12,3
33005,1,3
2110,9,12
1022,13,16
13019,16,16
8049,3,15
14007,1,1
10164,2,0
11107,21,3
9113,10,7
20103,0,0
2014,8,8
16041,18,0
4109,8,4
3101,2,9
23302,9,3
8105,8,20
12010,12,5
6031,23,5
11048,10,4
2101,15,3
21952,7,1
12154,0,7
5030,19,29
8029,17,8
9015,15,6
22017,6,6
19021,1,1
11012,0,0
17104,5,2
11044,4,1
19030,1,2
21004,12,10
22002,4,3
35008,0,1
13022,0,1
20045,0,0
11110,4,2
16031,1,5
12127,24,21
12153,30,18
5028,17,4
17005,0,1
21017,18,13
14127,1,1
14016,1,5
12033,15,12
12120,7,2
22012,3,5
18142,0,0
18014,1,0
18035,8,4
13110,2,1
23105,0,0
42011,24,4
15009,10,1
23005,6,3
21120,2,1
20117,0,2
48009,1,3
14125,0,1
21009,9,12
4107,13,1
20047,11,1
9013,13,6
31017,0,3
13047,10,2
23006,11,7
18114,0,2
44103,11,1
22403,1,2
21951,1,5
92005,6,3
22103,0,1
19113,0,0
22009,3,2
14128,1,3
20004,5,2
10039,0,1
13117,16,6
7024,20,5
12125,15,13
31101,1,5
31026,0,6
17001,2,0
12129,9,9
9016,3,3
35004,4,3
33104,0,1
13515,4,2
12150,17,3
8011,0,1
13021,1,1
13020,26,12
11031,0,4
19124,0,0
35011,2,0
19036,0,2
14113,2,4
10152,0,2
35015,0,6
32021,7,23
15019,1,0
15060,16,4
16007,7,10
10110,1,2
15131,6,2
10037,0,1
20002,0,1
16014,0,5
9036,5,4
12006,37,4
15125,37,7
31707,0,0
13027,0,2
21316,1,0
17029,3,1
10004,4,1
21118,5,0
11103,9,4
8008,9,4
21203,0,6
5034,62,3
10017,1,2
22013,5,2
21115,2,1
19025,0,2
16009,0,4
21029,10,11
7111,17,5
20039,0,7
10153,0,3
15072,13,8
21708,0,6
14101,1,3
13048,4,4
41210,0,1
42304,11,1
11109,2,3
17033,0,0
15052,8,6
31021,0,2
44002,13,10
16115,4,11
13039,1,0
15123,23,2
21030,12,2
21031,26,5
16024,17,1
21702,0,3
15043,0,0
17039,2,4
22604,0,2
20009,1,1
10012,3,0
21213,9,5
16101,5,6
42305,0,1
11032,4,5
13121,35,4
16003,3,7
21028,7,3
21307,16,8
5107,9,6
20007,4,2
32301,0,1
12043,12,2
8549,12,11
20108,0,0
21219,0,1
13011,0,1
10018,0,2
31025,0,2
32001,0,0
5014,11,10
22008,0,0
32011,18,17
13033,0,3
42701,0,0
20122,0,1
16020,2,6
11038,18,6
18027,0,2
13126,0,3
4003,7,3
16030,23,6
8020,2,6
17015,0,4
22501,0,7
15023,20,5
4001,18,9
42003,16,4
13128,8,9
23003,12,12
14131,0,5
17023,1,0
19108,3,1
44007,10,1
4016,25,3
6008,6,9
10105,2,6
17003,0,0
42501,7,2
35001,0,0
13109,2,0
4002,11,1
21204,0,2
42209,10,4
43001,14,2
22206,0,0
13106,0,6
11021,0,2
14010,1,1
21217,0,0
15064,37,4
15030,38,18
9114,1,0
16011,1,6
12007,2,1
25001,12,17
18043,2,3
35007,1,0
47001,29,14
44101,26,1
13032,0,2
21306,41,21
8037,10,8
27004,1,3
22303,8,6
11017,0,1
92001,0,3
18038,0,0
23004,10,7
43010,0,1
17107,6,1
15005,0,1
15057,31,6
16002,8,2
15004,1,0
23010,5,5
6027,1,3
18007,1,3
19128,0,1
22408,1,1
18006,0,1
21401,0,1
13044,2,8
9027,0,0
17108,10,4
16001,0,8
4020,3,3
15022,37,1
9024,25,21
1021,12,4
33015,1,7
7017,32,6
15311,13,14
35006,4,4
41205,0,2
18041,1,1
22015,10,5
12018,3,5
17111,0,1
44016,8,0
44005,11,7
17119,0,2
15011,22,3
9004,0,2
51002,6,8
15071,19,0
4021,14,2
32601,1,0
15102,19,0
33016,5,2
12026,10,5
27005,3,7
17123,0,3
6012,11,1
13009,2,2
18044,0,3
21319,15,8
9102,13,2
21501,0,0
