16107,1,0
31104,8,16
9020,0,2
12109,3,3
44015,0,0
14111,2,3
14014,1,3
32017,2,3
11104,0,1
8026,0,5
6003,15,3
13007,4,0
30002,0,0
5110,2,1
6108,8,6
33006,5,3
42016,0,1
41301,2,5
6021,10,8
21010,17,2
25006,1,1
17038,3,14
15202,0,3
7003,19,37
7002,18,8
17041,5,4
17026,4,4
5016,4,11
11025,35,1
15047,0,2
8050,18,12
13101,1,2
14108,0,0
31024,0,0
15026,21,2
47007,4,10
10013,6,3
17044,9,3
19033,2,7
17025,0,2
21326,0,4
20143,0,2
43002,7,9
16138,0,2
21216,0,5
15068,5,6
22207,7,0
7004,3,4
92002,3,8
13030,0,2
6029,5,20
19027,0,1
31028,7,3
17048,1,2
44017,19,2
16118,1,4
2017,2,4
9008,0,0
8103,11,4
8048,7,13
21323,0,0
14013,1,0
13118,47,8
7011,14,5
18111,0,2
9002,0,2
48003,0,4
16110,2,3
18134,0,1
14002,1,1
9014,22,4
43009,6,3
8053,10,18
9001,1,0
17032,3,5
8016,14,12
10162,0,3
10115,2,2
10029,0,1
5005,9,11
10161,0,1
41303,21,4
12031,28,3
7018,6,5
5022,2,4
9106,13,0
21328,0,0
11046,18,1
8201,1,13
17040,5,5
9038,1,3
8009,10,13
1001,10,6
19105,0,0
31103,2,12
17008,9,1
15112,1,2
7025,21,7
6001,11,6
31706,0,4
22409,0,0
5020,31,3
19015,0,2
9022,16,12
26003,2,0
17004,0,3
19003,0,1
8036,8,16
12151,7,2
18107,0,4
92007,4,14
16026,0,0
9028,0,6
10107,0,1
17043,6,6
19026,0,2
11002,6,5
16039,5,1
11023,0,0
45003,0,2
31009,0,2
17030,3,2
12111,2,4
8034,18,8
11047,3,5
19043,5,1
5032,6,31
14020,1,0
20042,0,0
15067,8,1
43401,8,9
26002,2,12
6006,4,6
11027,0,7
12128,17,15
8010,0,2
31022,1,4
19101,0,0
14003,1,1
46002,7,8
18003,0,0
11113,6,3
10016,1,0
41302,3,1
21212,5,1
5018,30,7
33017,1,5
15042,8,7
20112,0,2
13001,4,4
19044,6,13
18011,1,1
43008,2,0
33102,0,1
8045,22,32
42706,1,2
15104,45,12
44006,4,4
15105,20,3
19120,0,1
5004,1,11
19103,4,1
14138,1,3
12114,4,0
46003,1,4
41209,1,1
21312,0,1
10024,1,0
18031,0,0
17203,0,0
18028,1,1
42014,16,4
8017,23,23
15054,8,0
15106,26,4
14008,1,1
5124,7,12
14106,1,1
18046,0,1
22406,1,1
35002,2,1
