16107,0,3
31104,5,5
9020,0,3
12109,13,3
44015,0,0
14111,0,3
14014,1,6
32017,0,7
11104,0,2
8026,7,0
6003,9,5
13007,3,3
30002,0,0
5110,9,0
6108,12,1
33006,10,2
42016,0,0
41301,21,1
6021,9,0
21010,3,3
25006,0,1
17038,1,7
15202,5,2
7003,21,0
7002,17,5
17041,19,6
17026,2,1
5016,2,4
11025,10,0
15047,0,2
8050,17,2
13101,1,1
14108,0,1
31024,1,2
15026,17,0
47007,13,5
10013,3,1
17044,0,5
19033,1,0
17025,5,3
21326,1,2
20143,0,1
43002,1,4
16138,2,9
21216,0,0
15068,7,0
22207,11,3
7004,2,2
92002,2,7
13030,0,1
6029,0,3
19027,0,1
31028,0,0
17048,1,7
44017,18,7
16118,0,0
2017,11,2
9008,0,3
8103,5,0
8048,9,0
21323,0,0
14013,2,7
13118,52,4
7011,14,2
18111,1,2
9002,1,1
48003,3,0
16110,1,1
18134,1,0
14002,2,0
9014,23,4
43009,12,7
8053,9,9
9001,0,0
17032,9,0
8016,11,2
10162,3,2
10115,2,2
10029,0,3
5005,1,2
10161,5,4
41303,8,9
12031,31,1
7018,1,1
5022,8,2
9106,6,4
21328,1,0
11046,1,4
8201,10,16
17040,1,2
9038,0,2
8009,11,2
1001,10,3
19105,0,3
31103,10,22
17008,8,1
15112,1,0
7025,11,2
6001,6,8
31706,0,3
22409,1,3
5020,19,2
19015,0,6
9022,15,0
26003,3,3
17004,2,13
19003,1,2
8036,5,4
12151,41,5
18107,0,1
92007,0,1
16026,1,0
9028,3,1
10107,0,2
17043,1,1
19026,0,4
11002,19,2
16039,22,5
11023,5,1
45003,7,16
31009,0,2
18003,0,0
17030,2,2
12111,3,2
8034,12,3
11047,7,11
19043,2,2
5032,0,0
14020,2,2
20042,0,2
15067,4,3
43401,21,7
26002,1,3
6006,1,1
11027,4,5
12128,4,12
8010,0,0
31022,0,2
19101,0,8
14003,0,0
46002,18,8
11113,1,1
10016,2,1
41302,5,19
21212,0,1
5018,21,8
33017,2,4
15042,9,0
20112,0,2
13001,1,4
19044,0,3
18011,0,5
43008,10,1
33102,2,7
8045,32,3
42706,2,1
15104,44,2
44006,4,9
15105,19,0
19120,0,3
5004,0,2
19103,1,1
14138,1,1
12114,1,3
46003,15,6
41209,0,6
21312,0,3
10024,1,2
18031,1,5
17203,0,0
18028,1,0
42014,24,1
8017,40,3
15054,6,0
15106,15,8
14008,1,3
5124,1,2
14106,0,0
18046,0,0
22406,0,0
35002,1,4
31102,0,2
2111,14,3
18022,0,0
8054,5,6
15109,16,5
21209,2,7
14012,2,2
21005,4,2
35010,1,1
10042,20,3
14124,0,1
15133,0,1
15110,13,1
21006,18,0
20131,0,0
44013,0,3
31008,1,3
21015,3,0
44003,9,2
15034,27,1
41404,11,11
48010,0,0
22203,0,5
17031,0,0
41202,2,3
42021,10,1
11030,1,1
1119,7,11
31708,0,2
35020,0,0
5106,0,2
25003,2,3
20115,0,1
31003,0,1
22402,0,1
9116,2,1
21008,24,1
11039,0,1
17013,6,2
16008,1,1
13050,32,1
11026,5,3
32604,0,3
19024,0,0
41601,16,9
9010,15,0
15021,5,2
17105,7,0
5012,0,1
8057,6,16
15103,47,3
18009,1,3
22003,10,1
16038,2,4
11105,5,3
14110,0,0
17125,0,1
16108,0,1
43005,1,5
11024,7,3
16136,11,2
19032,5,9
19022,1,14
21701,2,8
20134,0,3
24001,5,7
22016,6,2
14136,2,2
8025,0,3
32302,0,3
10014,1,5
13002,2,0
11035,2,2
42010,29,3
15046,5,5
46001,8,6
16040,7,0
22006,18,1
17028,9,6
21301,6,0
42302,1,0
1002,9,9
19029,0,2
9032,13,5
19016,1,1
32003,15,2
21104,12,1
11042,3,2
9005,0,1
7102,8,2
15013,3,0
19013,0,2
5123,21,4
26013,0,0
42301,7,0
8013,13,5
42504,1,3
42015,0,2
32016,1,0
15201,3,6
31010,4,1
20121,0,1
5006,0,0
19008,2,2
92008,12,18
41402,14,4
43003,2,2
11004,6,7
7005,7,6
11036,0,0
18012,0,3
12009,14,3
19125,4,1
14036,0,0
18201,3,1
9021,0,1
20111,0,0
23009,0,5
12027,3,0
32303,4,4
42029,4,2
12115,1,4
8035,12,3
21313,9,2
6013,22,5
28001,13,8
26007,2,2
17102,4,1
16111,0,2
19005,2,1
11007,4,6
15025,33,2
35018,1,5
18110,1,0
7015,19,4
10113,4,2
41606,2,1
17011,14,1
17045,7,2
43402,15,11
33018,7,4
12013,0,3
11009,4,1
11115,3,2
21305,8,5
14021,5,4
5021,15,1
8033,10,4
16121,11,4
14117,6,4
23001,1,0
15010,1,0
41102,0,0
17037,3,0
18141,0,14
19004,3,4
17042,0,0
16124,14,7
11102,2,1
33003,2,3
33009,1,4
20043,0,0
7009,33,8
25005,0,4
22505,2,7
13045,19,4
19115,6,1
14034,0,1
32010,0,1
16018,4,2
12034,34,3
15033,3,1
24002,0,5
33001,3,11
16034,0,0
20132,0,0
5114,1,3
20119,0,2
19019,1,4
21403,0,8
13014,7,5
42207,22,5
12030,25,6
42707,2,3
20036,0,2
92003,9,2
5119,12,2
35009,0,4
31705,2,5
8055,2,6
27002,3,1
21109,10,2
20120,0,3
23701,0,0
17007,1,1
21502,5,14
14001,9,3
31012,0,0
12126,0,5
12024,28,6
16129,11,3
35019,0,1
14104,3,0
20113,0,2
41604,1,0
15017,4,7
15029,38,1
17018,1,13
5116,32,4
18005,0,4
10005,4,1
13104,0,0
92004,2,8
18020,3,2
20136,0,9
5026,10,1
43006,13,4
5002,25,1
15028,67,2
8102,7,9
8012,4,2
14018,2,5
31702,0,0
21013,6,7
42503,2,4
23011,11,3
21111,3,4
7014,4,0
7006,15,6
2010,6,3
11114,11,5
20040,3,4
17017,3,4
10023,0,1
21105,8,7
8101,0,0
34002,3,1
13026,3,2
23002,5,1
14139,0,2
13102,19,0
