16107,0,0
31104,7,8
9020,0,5
12109,8,6
44015,0,0
14111,1,1
14014,5,4
32017,9,9
11104,0,1
8026,4,7
6003,15,3
13007,3,5
30002,0,0
5110,3,17
6108,0,5
33006,16,1
42016,1,2
41301,31,5
6021,11,1
21010,4,2
25006,0,4
17038,16,15
15202,1,2
7003,27,5
7002,7,7
17041,10,6
17026,10,0
5016,1,3
11025,23,6
15047,0,1
8050,17,11
13101,3,0
14108,1,2
31024,0,1
15026,19,1
47007,13,5
10013,6,5
17044,3,4
19033,1,0
17025,0,2
21326,0,1
20143,3,1
43002,6,1
16138,0,2
21216,0,0
15068,7,3
22207,15,7
7004,2,1
92002,1,5
13030,5,1
6029,3,1
19027,1,1
31028,7,1
17048,0,4
44017,13,13
16118,1,6
2017,9,2
9008,0,6
8103,6,13
8048,6,9
21323,0,0
14013,1,5
13118,49,3
7011,13,0
18111,1,3
9002,0,2
48003,0,2
16110,1,7
18134,1,1
14002,4,1
9014,8,3
43009,10,3
8053,7,17
9001,3,0
17032,8,3
8016,12,11
10162,0,1
10115,1,4
10029,2,1
5005,0,1
10161,2,6
41303,9,10
12031,26,1
7018,5,3
5022,1,2
9106,3,1
21328,0,0
11046,7,2
8201,7,13
17040,2,3
9038,0,0
8009,13,10
1001,13,1
19105,0,0
31103,10,22
17008,3,3
15112,0,0
7025,20,4
6001,12,0
31706,0,0
22409,1,2
5020,22,1
19015,4,4
9022,14,5
26003,6,3
17004,4,3
19003,1,1
8036,2,19
12151,23,3
18107,1,3
92007,6,5
16026,1,4
9028,0,1
10107,1,2
17043,1,1
19026,0,1
11002,22,0
16039,23,0
11023,4,1
45003,7,16
31009,0,5
18003,0,0
17030,2,2
12111,8,6
8034,16,9
11047,24,2
19043,3,4
5032,0,11
14020,1,1
20042,1,1
15067,4,3
43401,15,17
26002,6,2
6006,0,1
11027,2,5
12128,4,12
8010,2,3
31022,4,5
19101,0,1
14003,1,1
46002,18,11
11113,2,4
10016,0,1
41302,6,23
21212,1,1
5018,18,14
33017,3,9
15042,8,3
20112,0,0
13001,7,3
19044,12,6
18011,2,3
43008,12,5
33102,0,4
8045,24,24
42706,0,1
15104,38,10
44006,7,9
15105,6,4
19120,0,2
5004,2,9
19103,1,1
14138,1,4
12114,0,0
46003,16,7
41209,0,15
21312,2,3
10024,2,3
18031,1,5
17203,0,0
18028,3,0
42014,24,1
8017,21,3
15054,5,5
15106,20,3
14008,1,1
5124,0,3
14106,0,4
18046,1,2
22406,1,1
35002,12,2
31102,0,2
2111,15,3
18022,3,3
8054,5,11
15109,6,5
21209,2,6
14012,1,1
21005,9,2
35010,2,8
10042,0,2
14124,3,2
15133,7,1
15110,17,0
21006,11,5
20131,1,0
44013,2,3
31008,2,5
21015,0,1
44003,7,3
15034,46,3
41404,11,11
48010,7,0
22203,0,3
17031,0,0
41202,6,5
42021,7,6
11030,0,4
1119,7,7
31708,0,4
35020,0,2
5106,3,7
25003,2,2
20115,0,0
31003,2,1
22402,3,5
9116,11,2
21008,11,13
11039,2,2
17013,0,0
16008,1,7
13050,29,1
11026,3,12
32604,0,1
19024,0,2
41601,9,6
9010,0,8
15021,24,3
17105,1,0
5012,1,1
8057,4,3
15103,42,8
18009,3,1
22003,6,5
16038,8,4
11105,1,1
14110,0,1
17125,2,3
16108,1,3
43005,5,0
11024,11,3
16136,19,4
19032,5,5
19022,4,7
21701,3,7
20134,0,1
24001,2,16
22016,1,1
14136,0,1
8025,13,4
32302,0,5
10014,14,9
13002,0,1
11035,0,4
42010,25,6
15046,1,1
46001,8,6
16040,6,3
22006,12,10
17028,4,3
21301,17,1
42302,2,1
1002,13,4
19029,0,2
9032,15,10
19016,1,6
32003,10,13
21104,10,5
11042,8,2
9005,1,3
7102,12,4
15013,7,4
19013,2,4
5123,19,11
26013,0,0
42301,8,2
8013,16,11
42504,0,2
42015,0,2
32016,8,1
15201,0,1
31010,3,2
20121,0,1
5006,0,0
19008,0,0
92008,13,18
41402,12,4
43003,3,0
11004,26,1
7005,36,5
11036,1,3
18012,4,8
12009,15,0
19125,1,2
14036,0,1
18201,1,9
9021,2,3
20111,0,0
23009,5,2
12027,1,1
32303,7,1
42029,2,12
12115,2,2
8035,11,8
21313,15,1
6013,19,8
28001,18,4
26007,1,6
17102,2,6
16111,1,2
19005,0,1
11007,2,5
15025,28,2
35018,1,2
18110,3,0
7015,22,10
10113,0,6
41606,9,0
17011,33,3
17045,5,2
43402,16,9
33018,2,8
12013,3,1
11009,0,5
11115,8,4
21305,21,2
14021,3,4
5021,11,4
8033,18,5
16121,7,4
14117,3,11
23001,20,2
15010,1,0
41102,1,0
17037,7,4
18141,3,5
19004,2,3
17042,0,0
16124,14,5
11102,6,6
33003,6,4
33009,14,4
20043,1,2
7009,33,11
25005,0,3
22505,2,5
13045,13,11
19115,0,5
14034,0,0
32010,11,3
16018,0,5
12034,35,6
15033,9,1
24002,0,6
33001,5,17
16034,6,10
20132,0,3
5114,9,3
20119,0,0
19019,0,5
21403,0,2
13014,9,2
42207,20,10
12030,10,6
42707,3,4
20036,0,2
92003,8,3
5119,15,0
35009,1,3
31705,0,4
8055,4,10
